PuzzleId,FEN,Moves,Rating,Themes
01C8M,r1b2rk1/p3n1b1/6pp/q2np3/2RpNPPP/3Q3N/1PPB4/3B1RK1 b - - 3 22,a5b5 c4c8 b5d3 c8f8 a8f8 c2d3,1755,crushing exposedKing long middlegame
04nDo,2r1r1k1/2q2pb1/p3p1p1/1p6/4N1P1/5P2/PPPQ3R/2K4R b - - 2 23,e8d8 h2h8 g7h8 h1h8 g8h8 d2h6 h8g8 e4f6,1756,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong
02fsv,8/1p3k2/p4p1P/4b3/P7/1P1RBK1r/8/8 w - - 5 46,f3e4 f7e6 d3d8 f6f5,1757,crushing endgame master short
00xMv,r3brk1/1pqnbp1p/p3p1p1/2ppN2Q/5P2/1P1PP1R1/PBPN2PP/R5K1 b - - 3 15,f7f6 e5g6 e8g6 g3g6 h7g6 h5g6,1758,crushing kingsideAttack long middlegame sacrifice
04AMa,2r3k1/5p2/4p1p1/pp4QP/3Pq3/6R1/5P1K/8 b - - 4 34,c8c2 g5d8 g8g7 h5h6 g7h7 d8f6 c2f2 f6f2,1761,advantage endgame pin veryLong
03ion,8/8/1Bkb2pp/P1p1pp2/8/2PPK2P/6P1/8 b - - 2 32,d6c7 b6c7 c6c7 d3d4 e5d4 c3d4,1763,bishopEndgame crushing endgame long
02lAL,2r2rk1/ppq1ppbp/6p1/3p4/1QnP4/1P1B1NP1/P4PP1/1KR4R b - - 0 22,c7a5 c1c4 a5b4 c4b4,1764,advantage middlegame short
04bpR,8/5pk1/p7/1p1pPp2/5K1r/2P2RP1/PP6/3Qb1q1 w - - 2 35,g3h4 g1g4 f4e3 g4e4,1766,endgame mate mateIn2 short
00zeF,5b1r/1pk3pp/pN2p3/8/4n1Pq/3r3P/PQ3P2/2R1K2R b K - 1 20,c7b8 c1c8 b8a7 c8a8,1770,mate mateIn2 middlegame queensideAttack short
01kNt,1rr3k1/5p2/3p2p1/3PP2R/1p6/2p2P2/2Q3PP/6K1 w - - 0 32,h5h4 b4b3 c2c1 b3b2 c1h6 b2b1q g1f2 b8b2 f2g3 b1e1 g3h3 e1h4,1771,advancedPawn crushing endgame promotion queenRookEndgame veryLong
03NcI,2r2r1k/pbq1Q1pp/1p1p1n2/8/3P1B2/2P5/PP1n1PPP/1BR1R1K1 w - - 0 18,f4d2 c7c6 f2f3 c8e8 e7f8 e8f8,1774,advantage long middlegame trappedPiece
04rB1,8/1r6/N7/1B2k2p/1KP2pp1/8/6PP/8 w - - 0 44,c4c5 f4f3 c5c6 b7b5 b4b5 f3f2 b5b6 f2f1q,1775,advancedPawn crushing endgame promotion sacrifice veryLong
03wQI,4rr1k/ppp3p1/7p/8/5q2/2P4P/PPB1QP2/3RR1K1 w - - 1 27,e2d2 f4d2 d1d2 e8e1,1776,advantage capturingDefender middlegame short
01IW8,r5r1/pb2kp1Q/2p5/q1b1N2P/1p2P3/8/PnP1N3/1K1R4 b - - 0 24,b2d1 h7f7 e7d6 e5c4,1778,mate mateIn2 middlegame short
04lmy,R1b1r1k1/2Bq1pp1/2Qp3p/3n4/8/5N1P/1P3PP1/6K1 w - - 0 25,c6d6 d5c7 d6d7 c8d7,1781,advantage master masterVsMaster middlegame short
00Lhb,2n4k/p3b2p/Pp6/1PpPp3/2B1PpP1/1P6/5BK1/8 b - - 0 33,c8d6 f2c5 b6c5 b5b6 a7b6 a6a7,1783,advancedPawn advantage endgame long master masterVsMaster sacrifice
01HoZ,r5rk/1p3p1p/1b1p1p2/pP1P3q/P1P1Pn2/3B1NK1/5P2/R2Q3R w - - 8 28,g3f4 h5g4,1783,mate mateIn1 middlegame oneMove
03UJM,8/pp4p1/3p1krp/2p5/P2p1R2/1P1P1KN1/2P2P2/1r6 b - - 14 51,f6g5 f4f5 g5h4 f5h5,1783,endgame hookMate mate mateIn2 short
04dMP,2b3k1/p4pp1/2p4p/3p4/PP5r/2P1P1qP/5RP1/2Q3RK w - - 8 29,c1f1 c8h3 g2h3 h4h3 f1h3 g3h3,1784,advantage endgame kingsideAttack long
032Se,5Rk1/3bb1p1/1q2p1Qp/1P2P3/2pNp3/2P1P2P/6P1/6K1 b - - 0 29,g8f8 d4f5 e7c5 g6g7,1787,crushing endgame short
04tmj,r2nr1k1/pp1b1pbp/1q1B2p1/1P6/2P5/P4N2/4BPPP/R2Q1RK1 w - - 3 18,a3a4 g7a1 c4c5 b6a5 d1a1 e8e2,1794,advantage long middlegame
03kKi,7k/1p3pr1/5b1N/1R5P/8/1P3Q1K/5P2/q7 w - - 0 38,h6g4 a1f1 h3h2 f1b5,1796,advantage endgame fork master short
02SQO,k1r5/1p3pQ1/4p2p/p1q4P/5P2/6P1/PP6/1K1R4 w - - 1 33,g7h7 f7f5 a2a3 c5c2 b1a2 c2d1,1798,crushing endgame fork long quietMove
04Nme,6r1/5p2/k2p1p1Q/p1rP1P2/2p1P3/2P2b2/P5B1/6K1 w - - 1 36,h6f6 g8g2 g1f1 c5b5 f6d6 b5b6,1807,crushing endgame long
02NZ5,4r1k1/1p6/n2RP1pp/2p3q1/1PP1p1p1/P3P3/1Q2B3/1K5n b - - 0 26,g5e7 d6d7 e7f8 d7f7 f8f7 e6f7,1808,advancedPawn advantage kingsideAttack long middlegame
02De5,3r2k1/pR5p/2p1p1p1/8/2Q5/1KP1P3/P4q2/8 b - - 1 27,f2e3 c4h4 e3b6 b7b6,1809,crushing endgame short
03kkE,2r2rk1/1b2q1p1/p3p2p/1p1P4/P7/1QN1RP2/1P3P1P/2R3K1 b - - 0 22,b7d5 b3d5 e6d5 e3e7,1809,advantage middlegame short
01B8h,r1b1r3/1p1p2k1/pq1P2p1/3nP1B1/8/4R3/PP4PP/2R1Q1K1 b - - 2 26,d5e3 g5e3 e8e5 e3b6 e5e1 c1e1,1817,advantage long middlegame
02QAj,r5k1/1b3p1p/4pPpP/4P3/1PpB1P2/1q1p3R/3Q4/1K1R4 w - - 0 37,d4b2 c4c3 d2c3 b3d1,1817,crushing deflection fork middlegame short
05FMy,5q1k/6p1/2Q1R2p/p1p1p3/3r4/6P1/5PK1/8 b - - 2 38,f8f5 c6c8 h8h7 e6h6 h7h6 c8f5,1817,crushing discoveredAttack endgame long
016IE,1knq2rr/pp1b1R2/2p1p3/P2pP3/1P1P1Q1P/2PB2P1/7P/R5K1 b - - 0 25,h8h4 f7d7 h4f4 d7d8 g8d8 g3f4,1820,crushing long middlegame
029k3,r2q2k1/1p2b1pp/2pp4/p3p3/2P1P1b1/P1N2N2/QP4PP/5RK1 b - - 4 23,d8b6 c4c5 g8h8 c5b6,1823,crushing discoveredAttack discoveredCheck middlegame short
00ON5,8/k1p5/P7/3N4/3P2pp/3K2n1/6P1/8 w - - 1 47,d3e3 h4h3 e3f2 h3h2 f2g3 h2h1q,1825,advancedPawn crushing endgame knightEndgame long promotion
042tk,7k/pp2Q2p/7P/5p2/8/1P4q1/P2p4/3R2K1 w - - 0 35,g1f1 g3f3 f1g1 f3d1 g1f2 d1e1,1825,crushing endgame exposedKing fork long
01yso,7k/R7/5P2/6K1/8/5r2/7p/8 w - - 0 67,a7a1 f3g3 g5f4 g3g1 f6f7 h8g7 f7f8q g7f8,1827,crushing endgame rookEndgame veryLong
00kCm,2r3k1/3n1pp1/pq2r1p1/2p5/3b4/BP5P/P2N1PP1/R1Q1R1K1 w - - 0 23,a3b2 e6e1 c1e1 d4b2 d2c4 b6f6 c4b2 f6b2,1829,advantage middlegame veryLong
03hMQ,bk4r1/2p2n2/1p1b3p/5pB1/1P3P1P/2P1p1P1/4B3/R4RK1 w - - 0 30,g5f6 g8g3 g1h2 g3g2 h2h3 g2e2,1832,crushing exposedKing fork long middlegame
0095W,8/pp1r2kp/q2P1ppb/4p3/2N1P3/1Q5P/PPR2PP1/6K1 w - - 3 32,c4e5 f6e5 c2c7 a6d6,1836,advantage endgame hangingPiece short
05Hgo,6k1/7p/bPBB4/5pp1/3P4/4P1PK/5P1P/4n3 w - - 0 40,b6b7 a6f1 c6g2 f1g2,1837,endgame mate mateIn2 short
01gjj,2r5/6k1/R7/P3p3/4P3/KP1qB3/1P3P2/8 b - - 0 37,c8c5 a6a7 g7f6 e3c5,1838,crushing endgame short
00f2T,4r2k/p7/3p4/2pPbr1p/2P1RR2/2B3qP/P3Q3/7K w - - 1 33,f4f5 g3h3 h1g1 e8g8,1841,crushing fork middlegame short
03oQv,2kr3r/ppp3pp/2bq4/3Np3/4Q3/8/PP3PPP/3RR1K1 w - - 4 22,e4e5 c6d5 e5d6 d8d6,1841,crushing middlegame short
02o2F,1k5r/1pp3q1/1b1p1n2/pP1P4/P4P1p/4PBP1/2Q3K1/4R2R w - - 0 34,g3g4 f6g4 g2h3 g4e3,1849,crushing middlegame short
02gjP,8/7k/1p2p2P/3p1pN1/p4P2/P1P5/1P1nr1r1/KR5R b - - 2 45,g2g5 f4g5 d2b1 g5g6 h7g6 h6h7,1850,advancedPawn crushing endgame exposedKing long master
03Fh2,2r2k1r/pp1b1pp1/4p2p/2qpR1Pn/6QP/2NB4/PPP2P2/2K4R b - - 1 20,c5f2 h1f1 f2f1 d3f1,1850,crushing master middlegame short
00MQl,r1b2k1r/pp3ppp/2p5/2bp4/3N1Pnq/1B2B3/PPP3PP/RN1QR2K w - - 4 15,d4f3 c5e3 f3h4 g4f2 h1g1 f2d1,1852,advantage discoveredAttack fork long opening sacrifice
02HgU,4r1k1/p4ppp/2pb4/2pp4/5P2/2PP2qP/PP4P1/RNB2QK1 w - - 3 21,b1d2 e8e1 d2f3 e1f1,1852,advantage kingsideAttack middlegame pin short
01idc,8/8/1r3k2/5p2/R5p1/5nP1/P4PK1/3R4 w - - 1 39,d1d5 b6b1 d5f5 f6f5 a4f4 f5g5 f4f3 g4f3,1853,endgame master
038L1,8/8/p4P1p/1p1k4/1Pp1R3/P4KP1/8/3r4 w - - 3 44,e4f4 d1f1 f3e3 f1f4 e3f4 d5e6,1857,crushing endgame long rookEndgame
013BM,8/1p1k4/8/p1p5/P4P2/8/5PK1/8 w - - 0 43,g2f3 b7b5 a4b5 a5a4 f3e4 a4a3,1861,crushing endgame long pawnEndgame quietMove
03CZE,r1bq1r1k/2p1b2p/p1np2p1/1p2p1P1/n3PN2/P1PP1Q2/BP3P2/RNB1K2R b KQ - 1 15,e5f4 h1h7 h8h7 f3h1 c8h3 h1h3 h7g7 h3h6,1862,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong
01vue,6k1/R5p1/2r5/8/P4p1r/N3nP2/6P1/4R1K1 w - - 3 40,a3b5 c6c2 e1e3 f4e3,1864,crushing endgame short
02X4a,r2q2k1/2RP1ppp/8/p2Q4/Pb1P4/8/5PPP/6K1 b - - 3 26,d8c7 d5a8 b4f8 a8c8 c7d7 c8d7,1864,crushing endgame hangingPiece long
01MNV,8/1p4k1/1p1p4/2p1p2K/P1P1P3/1P1P4/8/8 b - - 0 38,g7f6 h5h6 f6e6 h6g6 e6e7 g6g7,1865,crushing defensiveMove endgame long pawnEndgame zugzwang
03ADK,8/p4pk1/4rnrp/4P3/7Q/3q4/P4RPP/5R1K b - - 0 28,f6d7 f2f7 g7h8 h4d8 g6g8 d8d7 d3d7 f7d7,1865,advantage middlegame veryLong
047PR,8/p7/8/7P/Pkp5/1r2R3/5K2/8 b - - 1 56,b3e3 f2e3 c4c3 h5h6 c3c2 e3d2 c2c1q d2c1,1867,crushing endgame master veryLong
04NDb,1k1r4/p1q2pp1/Qp2p3/3n3p/1b5P/1N3BP1/P4PK1/2R5 b - - 4 27,d5c3 a2a3 c7c8 a6c8 d8c8 a3b4,1869,advantage long master middlegame
04epP,8/4k1p1/p3p3/1p1p2p1/3P2P1/P1PKP2P/8/8 w - - 2 36,e3e4 d5e4 d3e4 e7d6 e4d3 d6d5,1874,crushing endgame long pawnEndgame
048cA,4k3/7R/6p1/1p3r2/1r1p4/5PK1/2P5/5R2 b - - 1 45,b4b2 f1a1 f5f7 a1a8 e8e7 a8a7,1876,crushing endgame exposedKing long quietMove rookEndgame
0195f,2b2rk1/2Q2ppp/p3pq2/1p6/6n1/PP3PN1/6PP/3R1BK1 b - - 0 24,g4e3 g3e4 f6h4 g2g3,1877,advantage middlegame short
02oNs,rn3rk1/ppp2ppp/1q2b3/2bp4/5B2/PBNP2P1/1PP3KP/R2QR3 b - - 4 15,c7c6 c3a4 b6a5 f4d2,1878,advantage middlegame short
04TgC,8/1pp5/pb5p/4Qk2/3P4/P1P3P1/1q5P/6K1 b - - 6 36,f5g4 e5f4 g4h5 f4f5,1884,endgame mate mateIn2 short
02Ni5,5rk1/pp2R1p1/3p3p/3P1p2/2nN1q2/1N5P/PP2R1P1/7K b - - 1 29,f8b8 e7g7 g8g7 d4e6 g7f6 e6f4,1889,advantage attraction fork long middlegame sacrifice
02Shy,r4rk1/2q1b2p/p1p5/4P1B1/Pp1p2b1/3P2N1/2P3pP/R1Q1R1K1 b - - 0 23,f8f1 g3f1 g2f1r e1f1,1890,advantage middlegame short
02lVn,4r1k1/4p2p/4p1pB/1p1q4/p2Pn2Q/7P/P4PP1/2R3K1 w - - 1 28,h4e7 e8e7 c1c8 e7e8,1890,advantage endgame hangingPiece short
00dyB,2rq1r2/4pBkp/pn1P1bp1/1p2N3/3PR3/P4Q2/1P3PPP/3R2K1 w - - 1 25,f7e6 f6e5 d6e7 d8e7 f3e3 e7e6,1892,advantage long master middlegame
00cxg,r2qk2r/1p2bpp1/p2pp3/8/4b2P/4B3/PPPQB3/2K3RR b kq - 1 17,g7g6 d2d4 e4h1 d4h8 e8d7 h8d8,1893,advantage fork long middlegame
00e7H,8/7p/p1p4k/1p1p4/3Qpq2/2P2NpP/PP4K1/8 w - - 0 44,f3d2 c6c5 d4c5 f4d2,1895,advantage deflection endgame master masterVsMaster short
04bMQ,3R4/8/p5r1/2P3p1/P7/1K2pk1P/8/8 w - - 0 39,d8d6 e3e2 d6g6 e2e1q,1899,advancedPawn crushing endgame promotion rookEndgame short
04hAS,1r4k1/6pQ/1q2pr1p/1p1pb3/p7/P1PB3P/1P4P1/R4R1K b - - 3 33,g8f7 d3g6 f7e7 h7g7 e7d6 f1f6,1899,crushing deflection long middlegame
01zkP,r3kb1r/pp2nppp/3pq3/4n1N1/2p1P3/2P2Q2/PP1P2PP/RNB2RK1 w kq - 2 14,f3f7 e6f7 g5f7 e5f7,1900,advantage middlegame short
04wig,8/8/8/1PK4p/6p1/6P1/7k/8 b - - 0 46,h5h4 b5b6 h4h3 b6b7 h2g1 b7b8q h3h2 b8b1,1900,advancedPawn crushing endgame pawnEndgame promotion veryLong
03j6r,3r3k/2b3p1/8/5p2/2N4p/4B1P1/PP2p2P/R5K1 w - - 0 35,g1f2 d8d1 f2e2 d1a1,1902,advantage endgame short
04QzG,rn1q1rk1/1p2n1bp/p2p2p1/1Np2b2/2P5/3B4/PP2NPPP/R1BQ1RK1 w - - 0 12,b5d6 d8d6 d3f5 e7f5 d1d6 f5d6,1904,crushing hangingPiece long opening
015Da,8/8/8/3N3P/k1nP4/1p6/1p6/1K6 w - - 2 57,h5h6 a4a3 h6h7 c4d2,1907,endgame knightEndgame master mate mateIn2 short
01Vmt,6k1/3p1p1p/2n1p1p1/3q4/4N3/r3PP2/2Q1K1PP/1R6 b - - 2 22,g8g7 c2b2 c6d4 b2d4 d5d4 e3d4,1908,advantage endgame fork long
02Vhw,2r3k1/pp4pQ/2p2r1p/8/3P2bq/2P5/PPBB2P1/5RK1 b - - 1 26,g8f7 h7g6 f7f8 f1f6 h4f6 g6g4,1909,crushing deflection long master middlegame pin
00nAo,8/p2k4/2p5/8/Q7/2B2p2/PP1K1q2/8 w - - 0 40,d2d3 f2e2 d3d4 f3f2 a4a7 d7e6,1910,advancedPawn crushing defensiveMove endgame long
017u3,r2qk2r/4bppp/p3bn2/1p2N3/5B2/2N5/PP3PPP/R2QR1K1 b kq - 1 19,e8g8 e5c6 d8e8 c6e7 e8e7 f4d6 e7d8 d6f8,1911,advantage kingsideAttack opening skewer veryLong
056Ai,3r2k1/4bp1p/p3p1pB/4P2P/2p5/2P3Q1/P1q3P1/5RK1 b - - 0 25,c2d3 g3f2 d3f5 f2a7,1912,advantage endgame short
01MnR,r7/q1pb1pbk/3p2pp/3P4/2Pp2P1/2BP3P/2Q2PB1/R5K1 b - - 8 24,a7a1 c3a1 a8a1 g2f1,1913,advantage defensiveMove master masterVsMaster middlegame short
04qw9,5rk1/8/2b1p1p1/n6p/1Qp5/1P4PP/P4qB1/2R1R2K w - - 2 31,e1g1 f2g3 b4f8 g8f8,1915,crushing master masterVsMaster middlegame short
00bqJ,r7/1pp4k/p2p3p/3Ppq2/2P2bb1/1N2R3/PP1Q4/1K1N2R1 w - - 8 27,d2c2 f5c2 b1c2 g4d1 g1d1 f4e3,1917,advantage attraction long middlegame queensideAttack
00rhJ,2r2rk1/pb3ppp/1p4q1/4P3/3P4/P7/BP2Q1PP/4RR1K w - - 1 21,e5e6 c8c2 e6f7 g8h8,1918,advantage defensiveMove middlegame short
00JqT,2r2rk1/pp2R3/5p2/3p1q2/3P4/4QPPp/PP3R1P/6K1 w - - 2 30,g3g4 f5b1 f2f1 b1b2 e3e6 g8h8,1920,crushing deflection endgame long
01H6V,8/RR4pk/6r1/7p/P3KP1P/4P1P1/1pr5/8 w - - 0 50,e4f3 c2c7 b7b2 c7a7,1920,advantage endgame master rookEndgame short
01Qs6,6k1/1N3ppp/p1PK4/8/4p3/7P/8/1r6 b - - 0 43,e4e3 c6c7 b1d1 d6c6 h7h6 c7c8q,1920,advancedPawn advantage defensiveMove endgame long promotion
02irR,3r4/2KP1k2/8/5p2/p4Ppp/P1P5/1P2R3/8 b - - 2 54,d8d7 c7d7 h4h3 e2h2,1920,crushing endgame hangingPiece rookEndgame short
041kw,4R2Q/1pp2p2/p3k1p1/6q1/6P1/4PK2/r7/8 b - - 5 41,e6d7 e8e5 g5e5 h8e5,1923,advantage endgame short
01EQu,8/2n5/8/Pkp1K3/2N5/8/8/8 w - - 7 57,e5d6 b5c4 d6c7 c4b5 a5a6 b5a6,1928,crushing endgame knightEndgame long
03KOx,r5k1/pp3p2/2p3p1/3r2qp/8/1PQNPn1B/P3R1P1/2R3K1 w - - 0 32,g1h1 g5g3 g2f3 g3h3 e2h2 h3f3,1928,middlegame
03qbJ,1k5r/ppqR2bp/4Q1p1/5p2/8/2n5/PpP2PPP/1R4K1 b - - 4 27,c7c6 e6c6 b7c6 b1b2 b8a8 d7g7,1931,advantage long middlegame
03bV3,r1bqk2r/1pp1nppp/1pnp4/4p1N1/2B1PP2/8/PPPP2PP/R1BQK2R b KQkq - 1 8,e8g8 d1h5 h7h6 g5f7,1933,advantage opening short
03Wl2,6k1/pb1p1pp1/1p1Q4/3P4/7K/P1N2B1P/1n3qP1/4R3 w - - 1 30,d6g3 g7g5 h4g4 f7f5 g4f5 f2g3,1935,crushing deflection long middlegame pin
03YB5,5k2/7p/1p2Q1p1/p1pP4/q1P1K2P/6P1/5P2/8 w - - 2 40,d5d6 a4e8 e6e7 e8e7,1936,crushing endgame master queenEndgame short
00fky,5rk1/ppqb1p1p/2p2Bp1/3p4/8/2P2Q2/PP3PPP/4R1K1 b - - 0 19,f8e8 e1e8 d7e8 f3e3 c7d6 e3e8,1938,advantage endgame kingsideAttack long
03HvY,7k/4q3/p2p1N2/1p2pKpp/8/2P5/PP5P/3R4 b - - 5 35,h8g7 d1d6 e5e4 d6d7 e7d7 f6d7,1939,advantage endgame long pin
00v6q,2Q1k3/4qpp1/2pr4/2Np4/3P4/7P/P1P3P1/6K1 b - - 4 34,e7d8 c5b7 d8c8 b7d6 e8d7 d6c8,1940,crushing endgame fork long master sacrifice
04DGM,3r2k1/q3b1pp/p3p3/2n5/5P2/PPR2RKP/1BQ5/8 w - - 0 37,b3b4 c5e4 g3g2 d8d2 c2d2 e4d2,1940,crushing fork long middlegame
02owE,1nkr1qnr/1pp5/p2b1p2/3N2p1/2B1P1p1/4BN2/PPP1QPP1/R3R1K1 w - - 0 15,f3d2 h8h1 g1h1 f8h6 h1g1 h6h2 g1f1 h2h1,1943,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong
02lp0,4r3/5kp1/b2b1n2/2pP3p/p1P4Q/P7/1P3PPP/R4K2 w - - 2 23,a1e1 g7g5 e1e8 g5h4 e8a8 a6c4,1944,advantage capturingDefender endgame long
03RER,8/1p1k4/4p3/3pP3/1PpN1P2/2P3n1/2K5/8 b - - 0 36,g3f5 d4f5 e6f5 c2d2 d5d4 c3d4 b7b5 d4d5,1944,crushing defensiveMove endgame knightEndgame veryLong
01jyS,r1b2rk1/pp3ppp/5n2/1N1p4/B7/q6P/P4PP1/2RQR1K1 b - - 3 18,a3a2 e1e2 a2e2 d1e2,1948,advantage middlegame short trappedPiece
01qKS,5r2/1N4k1/8/p1pP2pp/P1P1br2/RP6/3R2PP/6K1 w - - 1 32,d2d1 f4f2 b7c5 f2g2,1950,advantage endgame short
01yU9,4r1k1/pp3ppb/1qpb4/3pnPP1/3N4/2N4Q/PPPB2B1/R5K1 w - - 4 23,d2e3 b6b2 a1f1 b2c3,1950,advantage fork middlegame short
01xmi,r1bqk2r/pp2nppp/4p3/2bnP3/8/3B1N2/PP2QPPP/RNB2RK1 b kq - 1 10,e7g6 d3g6 f7g6 e2b5 c8d7 b5c5,1953,clearance crushing fork long opening
01M1X,4r3/4bpkp/3p2pN/4P1P1/1p2qn1P/5N2/1P1Q1P2/3R2K1 w - - 0 30,e5d6 e4f3 d2d4 f7f6,1954,crushing hangingPiece middlegame short
02czb,r4r1k/pp2nBp1/1b1N3p/6N1/7Q/2P3BP/P3qPPK/2n5 b - - 1 26,e2d2 h4h6 g7h6 g3e5,1954,kingsideAttack master mate mateIn2 middlegame sacrifice short
008Sk,8/6pp/3Bp2k/p2pP2P/P2bp1PK/8/r7/5R2 b - - 2 37,d4f2 f1f2 g7g5 h4g3 a2f2 g3f2,1958,crushing endgame long
03sFR,Qnkr3r/1ppb4/1P1p1q1p/4p1pB/1P2Pn2/2PP4/5PPP/R3NRK1 b - - 0 20,c7b6 a1a7 d7c6 b4b5,1959,advantage middlegame short
04MrK,5k2/6pp/pq1p4/2bB1b2/2P2P2/2P3Q1/P2B2PP/7K w - - 3 32,g3h4 c5f2 h4f2 b6f2,1959,crushing endgame short
03NrK,5q1k/1p3prp/p2np2Q/3p1p2/3P4/1PP2NRP/P3KP2/8 b - - 2 30,g7g8 h6f6 g8g7 g3g7 f8g7 f6d8,1963,advantage endgame kingsideAttack long
03YbN,8/2p1k1pp/5p2/p4P2/PbP1P1P1/7P/2KB3r/3R4 w - - 1 35,c2d3 h2h3 d3d4 c7c5 d4d5 h3d3,1963,advantage endgame long
03k1q,3r2k1/p1Q2pp1/6rp/5b2/1P1q3P/P2P2P1/4BP1K/3RR3 w - - 0 26,e2h5 d4f2 h2h1 g6g3,1963,crushing deflection middlegame short
042mn,2b2rk1/3n2nR/p3p1B1/3pP3/3p1PP1/2q3N1/4K3/7Q b - - 6 36,c3e3 e2d1 e3b3 g6c2 b3c2 d1c2,1963,crushing long middlegame
035YV,r1bk3r/1p3ppp/p7/2b5/P7/4Bp2/1P3PPP/R3KB1R b KQ - 1 14,h8e8 e1c1 c8d7 e3c5,1964,advantage castling discoveredAttack discoveredCheck master middlegame pin short
04pC7,8/p4p1p/6p1/1pk1PP2/3p2P1/3K3P/PP6/8 b - - 0 34,c5d5 e5e6 f7e6 f5f6 d5d6 d3d4,1965,advantage endgame long master pawnEndgame
010N8,8/3r3p/pp1pk1pP/2rR1pP1/P1PRpP2/1P2P3/4K3/8 b - - 1 37,c5d5 c4d5 e6e7 d4c4,1968,crushing endgame rookEndgame short
04CXP,6k1/5pp1/4p2p/3b1q2/5B2/5PP1/1PrQPK1P/7R w - - 1 29,d2b4 f5d3 b4b8 g8h7,1969,advantage endgame master pin short
02YSF,8/p5k1/2p1R1P1/3p4/3P4/r7/1r6/5RK1 b - - 5 32,b2c2 f1f7 g7h6 g6g7 h6h7 e6h6 h7h6 g7g8q,1970,advancedPawn crushing deflection discoveredAttack discoveredCheck endgame exposedKing promotion rookEndgame veryLong
05393,5r1k/p3q1b1/1p4Qp/2p1P3/2P5/1P3KP1/P7/2B4R w - - 1 34,f3g2 e7b7 g2g1 f8f1 g1f1 b7h1 f1e2 h1c1 e5e6 c1b2,1970,attraction crushing deflection endgame skewer veryLong
01jKd,8/8/2p3p1/p1k4p/P3Pp1P/3K1P2/8/8 b - - 1 41,c5b4 e4e5 b4c5 d3e4,1975,advantage endgame pawnEndgame quietMove short zugzwang
04jT2,8/8/p1k5/Pp6/3Pp1p1/4P1P1/2K5/8 w - - 8 68,c2d2 b5b4 d2c2 c6b5 d4d5 b5a5,1975,crushing endgame long pawnEndgame quietMove
02psv,4r2r/Qpk3p1/p1bp4/3p1BP1/1P3P1q/PNP4P/8/R4RK1 w - - 3 27,f1f3 d5d4 a7d4 c6f3 d4f2 h4f4,1982,advantage capturingDefender discoveredAttack long middlegame
054TA,7k/6p1/4Q2p/P4p2/4Bqb1/2P5/1P1r1PPP/4R1K1 w - - 2 27,e4d5 f4f2 g1h1 d2d5,1983,crushing endgame short
02FOJ,5rk1/2R1Qpp1/p3p2r/3q3p/3P4/7P/1P3PP1/2R3K1 b - - 8 27,h5h4 c7c8 f8c8 c1c8 g8h7 e7f7,1984,advantage endgame long
02H6N,3r1k2/p1p3pp/1p3p2/8/2B1n1PP/P7/1PP5/2K2R2 b - - 0 25,e4d2 f1d1 d8d4 c4e2,1985,advantage defensiveMove endgame short
03o9E,5k2/5p1R/1p2p2p/p1p2nP1/P1P1KP2/1P6/8/8 w - - 0 44,h7h6 f5h6 g5h6 f7f6 h6h7 f8g7 h7h8q g7h8,1986,crushing endgame quietMove veryLong
0212b,r3kb1r/ppp2p1p/5Q2/4p3/2B1P3/3P3P/P1P3PK/1q6 b kq - 0 15,b1c2 c4f7 e8d7 f6e6 d7d8 e6e8,1988,attackingF2F7 endgame long mate mateIn3
02HTU,r7/4k1p1/3p1n1p/1pp1p3/4PP2/1BPq3P/6P1/4QRK1 b - - 0 27,f6e4 f1f3 d3f3 g2f3,1989,advantage endgame short
02bsl,6rk/2R1R3/1p5p/3N2p1/8/3b4/Pr6/4K3 b - - 1 36,g8f8 d5f6 b2b1 e1d2 f8d8 e7e8 d8e8 d2d3 b1d1 d3c2 d1c1 c2c1 e8c8 c7c8,1991,crushing defensiveMove deflection endgame exposedKing quietMove sacrifice veryLong
02mPu,5rk1/pp4pp/5q2/3P4/3Pp1p1/6P1/PPQ1R1KP/4Rr2 w - - 1 27,c2e4 f6f2 e2f2 f8f2,1991,blindSwineMate endgame mate mateIn2 sacrifice short
00gy1,8/1p6/8/3kp2p/4p1p1/4K1P1/PP4PP/8 w - - 0 36,h2h4 b7b5 a2a3 d5c4 e3e4 c4b3,1993,crushing endgame long pawnEndgame quietMove zugzwang
01AcF,8/6k1/4pRP1/3pPp2/2r2K2/2P5/8/8 w - - 1 43,f4g3 c4g4 g3f3 g4g6,1993,crushing endgame rookEndgame short
03rNF,3rr1k1/pp3pp1/1b5p/3pB2Q/q2Nn3/P1P2N1P/1P2RPP1/6K1 b - - 6 27,e4g5 f3g5 a4d7 g5f3,1993,advantage defensiveMove middlegame short
01AxK,3r4/2kr2qp/pp1pRNp1/n1pP1n2/P1P5/7Q/2P2PPP/4R1K1 b - - 10 26,d7e7 h3f5 g6f5 e6e7 g7e7 e1e7,1994,advantage fork long middlegame
01N6h,7k/pp4pp/6q1/2P5/3Bp2n/2Pn1rPP/PP2QP2/R4RK1 w - - 1 20,g1h2 d3f4 f1e1 f4e2,1994,crushing middlegame short
